Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2000-01-03,0.0894252136349678,0.09097759090692183,0.08429128281472602,0.0902614632872075,300912000
2000-01-04,0.08703750371932983,0.08811215280865539,0.08261970078644013,0.08787283787124749,300480000
2000-01-05,0.08417206257581711,0.08596283891407894,0.08297820712916747,0.08453058402326678,188352000
2000-01-06,0.0786796361207962,0.08417208885356159,0.07545659705380674,0.08417208885356159,120480000
2000-01-07,0.07999361306428909,0.08082894055432545,0.07712817989501532,0.0783220358026543,71184000
2000-01-10,0.08261970430612564,0.08596285829211164,0.07879974449261884,0.0802319997062947,239856000
2000-01-11,0.07927656173706055,0.0830974443822411,0.07927656173706055,0.0821419948584881,148128000
2000-01-12,0.07724735885858536,0.07939666372707263,0.07617270984019843,0.07927654170975384,123552000
2000-01-13,0.08047039061784744,0.08118743353700016,0.07617270351883955,0.0771281527219313,132192000
2000-01-14,0.08393275737762451,0.08727591126828516,0.0814258531003228,0.08166517487281601,604560000
2000-01-18,0.08751525729894638,0.08787286346644298,0.08118746928168505,0.08500743004511783,261648000
2000-01-19,0.08667901903390884,0.08787287520605915,0.08596289115331529,0.08787287520605915,164688000
2000-01-20,0.08644058555364609,0.09217144453621254,0.08572445789723038,0.08739603500594728,179568000
2000-01-21,0.08548513054847717,0.08655977960229344,0.08333582560913098,0.08620125810114455,544272000
2000-01-24,0.08166515082120895,0.08823133464175063,0.0811874228665941,0.08823133464175063,256944000
2000-01-25,0.0809481292963028,0.08285902811542857,0.07832202513423091,0.08202277845773764,237120000
2000-01-26,0.07760493457317352,0.08309739091829114,0.07617268007472991,0.08094808688967246,232464000
2000-01-27,0.0735456794500351,0.07820188085879072,0.07068024748605295,0.07820188085879072,458208000
2000-01-28,0.07139730453491211,0.07306888142538497,0.0685318788336013,0.07259116017746382,194448000
2000-01-31,0.07080038636922836,0.07330729066424706,0.06686030460985637,0.0717549134534985,182400000
2000-02-01,0.07247103005647659,0.07306887326059233,0.06829254943788092,0.07091957536236315,92976000
2000-02-02,0.07450112700462341,0.0759343042281666,0.07247102886800774,0.07282955032834687,149040000
2000-02-03,0.07569502294063568,0.07844125001580653,0.07521729466695043,0.07688887223640808,108240000
2000-02-04,0.07748579233884811,0.07808272034126101,0.07593433700058637,0.07808272034126101,123696000
2000-02-07,0.07271035015583038,0.07784427987952498,0.07259115043019511,0.07784427987952498,217488000
